"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 2","GO:1903557",104,12,0.209644762311506,"LBP;CCL19;LY96;EPHB2;PYCARD;WNT5A;IL6;ADAM8;FCGR1A;IL1A;IL12B;LEP",1,"positive regulation of tumor necrosis factor superfamily cytokine production"
"Higher in cluster 2","GO:0001675",18,3,0.210265563069118,"MYCBPAP;CFAP65;SPINK2",1,"acrosome assembly"
"Higher in cluster 2","GO:0001941",18,3,0.210265563069118,"EPHB2;RELN;APOE",1,"postsynaptic membrane organization"
"Higher in cluster 2","GO:0002363",18,3,0.210265563069118,"IL6;FOXP3;IRF4",1,"alpha-beta T cell lineage commitment"
"Higher in cluster 2","GO:0007595",18,3,0.210265563069118,"OXTR;ERBB4;PRLR",1,"lactation"
"Higher in cluster 2","GO:0008207",18,3,0.210265563069118,"CYP11A1;DHRS2;CYP17A1",1,"C21-steroid hormone metabolic process"
"Higher in cluster 2","GO:0008344",18,3,0.210265563069118,"EN1;GDNF;FOXA2",1,"adult locomotory behavior"
"Higher in cluster 2","GO:0010667",18,3,0.210265563069118,"MDK;HSPB6;GPR35",1,"negative regulation of cardiac muscle cell apoptotic process"
"Higher in cluster 2","GO:0010759",18,3,0.210265563069118,"MDK;RARRES2;IL34",1,"positive regulation of macrophage chemotaxis"
"Higher in cluster 2","GO:0030850",18,3,0.210265563069118,"HOXA13;HOXB13;HOXA11",1,"prostate gland development"
"Higher in cluster 2","GO:0032288",18,3,0.210265563069118,"NCMAP;TENM4;CNTN1",1,"myelin assembly"
"Higher in cluster 2","GO:0032413",18,3,0.210265563069118,"SLN;ADAM23;GPR35",1,"negative regulation of ion transmembrane transporter activity"
"Higher in cluster 2","GO:0036158",18,3,0.210265563069118,"ODAD2;ODAD3;DAW1",1,"outer dynein arm assembly"
"Higher in cluster 2","GO:0043116",18,3,0.210265563069118,"SLIT2;APOE;SH3GL2",1,"negative regulation of vascular permeability"
"Higher in cluster 2","GO:0043369",18,3,0.210265563069118,"IL6;FOXP3;IRF4",1,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment"
"Higher in cluster 2","GO:0043388",18,3,0.210265563069118,"MMP9;PLAUR;IGF1",1,"positive regulation of DNA binding"
"Higher in cluster 2","GO:0045717",18,3,0.210265563069118,"APOC1;TRIB3;APOC3",1,"negative regulation of fatty acid biosynthetic process"
"Higher in cluster 2","GO:0045842",18,3,0.210265563069118,"UBE2C;CDC20;PLK1",1,"positive regulation of mitotic metaphase/anaphase transition"
"Higher in cluster 2","GO:0090208",18,3,0.210265563069118,"MFSD2A;PLIN5;APOH",1,"positive regulation of triglyceride metabolic process"
"Higher in cluster 2","GO:2001026",18,3,0.210265563069118,"SMOC2;FGF18;CXCL13",1,"regulation of endothelial cell chemotaxis"
"Higher in cluster 2","GO:0009620",36,5,0.210721551491365,"LTF;GPR15LG;HAMP;RARRES2;TSLP",1,"response to fungus"
"Higher in cluster 2","GO:0031111",36,5,0.210721551491365,"STMN2;TRIM54;INPP5J;TPX2;NAV3",1,"negative regulation of microtubule polymerization or depolymerization"
"Higher in cluster 2","GO:0031641",36,5,0.210721551491365,"IGF1;NCMAP;TENM4;S100B;PTPRZ1",1,"regulation of myelination"
"Higher in cluster 2","GO:0098926",36,5,0.210721551491365,"LYPD1;CHRNA7;CHRNB4;CHRNA6;CHRNA1",1,"postsynaptic signal transduction"
"Higher in cluster 2","GO:1905521",36,5,0.210721551491365,"STAP1;MDK;RARRES2;IL34;EMILIN1",1,"regulation of macrophage migration"
"Higher in cluster 1","GO:0009261",72,2,0.211225421953065,"UPB1;PKLR",1,"ribonucleotide catabolic process"
"Higher in cluster 2","GO:0032371",55,7,0.211917899767138,"PLTP;ABCA13;APOE;APOC1;PLA2G2A;APOC3;CES1",1,"regulation of sterol transport"
"Higher in cluster 2","GO:0032374",55,7,0.211917899767138,"PLTP;ABCA13;APOE;APOC1;PLA2G2A;APOC3;CES1",1,"regulation of cholesterol transport"
"Higher in cluster 2","GO:0070661",55,7,0.211917899767138,"CD79A;CR2;CD19;IGHE;TNFSF14;IL34;MS4A1",1,"leukocyte proliferation"
"Higher in cluster 1","GO:0003272",20,1,0.212945548997598,"BMP5",1,"endocardial cushion formation"
"Higher in cluster 1","GO:0007271",20,1,0.212945548997598,"CHRNA4",1,"synaptic transmission, cholinergic"
"Higher in cluster 1","GO:0008209",20,1,0.212945548997598,"HSD3B2",1,"androgen metabolic process"
"Higher in cluster 1","GO:0008542",20,1,0.212945548997598,"NETO1",1,"visual learning"
"Higher in cluster 1","GO:0009074",20,1,0.212945548997598,"AMDHD1",1,"aromatic amino acid catabolic process"
"Higher in cluster 1","GO:0009223",20,1,0.212945548997598,"UPB1",1,"pyrimidine deoxyribonucleotide catabolic process"
"Higher in cluster 1","GO:0010566",20,1,0.212945548997598,"BMP5",1,"regulation of ketone biosynthetic process"
"Higher in cluster 1","GO:0010631",20,1,0.212945548997598,"TMIGD1",1,"epithelial cell migration"
"Higher in cluster 1","GO:0015802",20,1,0.212945548997598,"SLC47A1",1,"basic amino acid transport"
"Higher in cluster 1","GO:0032930",20,1,0.212945548997598,"MAPT",1,"positive regulation of superoxide anion generation"
"Higher in cluster 1","GO:0033344",20,1,0.212945548997598,"APOM",1,"cholesterol efflux"
"Higher in cluster 1","GO:0038084",20,1,0.212945548997598,"KDR",1,"vascular endothelial growth factor signaling pathway"
"Higher in cluster 1","GO:0042430",20,1,0.212945548997598,"DDC",1,"indole-containing compound metabolic process"
"Higher in cluster 1","GO:0043330",20,1,0.212945548997598,"SLC22A4",1,"response to exogenous dsRNA"
"Higher in cluster 1","GO:0046514",20,1,0.212945548997598,"GBA3",1,"ceramide catabolic process"
"Higher in cluster 1","GO:0048265",20,1,0.212945548997598,"EDNRB",1,"response to pain"
"Higher in cluster 1","GO:0051145",20,1,0.212945548997598,"EDNRB",1,"smooth muscle cell differentiation"
"Higher in cluster 1","GO:0065005",20,1,0.212945548997598,"APOM",1,"protein-lipid complex assembly"
"Higher in cluster 1","GO:0099068",20,1,0.212945548997598,"NRXN2",1,"postsynapse assembly"
"Higher in cluster 1","GO:1904861",20,1,0.212945548997598,"NRXN2",1,"excitatory synapse assembly"
"Higher in cluster 1","GO:1905874",20,1,0.212945548997598,"LRRTM2",1,"regulation of postsynaptic density organization"
"Higher in cluster 1","GO:2000648",20,1,0.212945548997598,"NR2E1",1,"positive regulation of stem cell proliferation"
"Higher in cluster 2","GO:0010665",27,4,0.213619236017878,"MDK;HSPB6;LTK;GPR35",1,"regulation of cardiac muscle cell apoptotic process"
"Higher in cluster 2","GO:0030947",27,4,0.213619236017878,"CADM4;VTN;EMILIN1;MT3",1,"regulation of vascular endothelial growth factor receptor signaling pathway"
"Higher in cluster 2","GO:0032228",27,4,0.213619236017878,"PNOC;NALCN;HAP1;ADORA1",1,"regulation of synaptic transmission, GABAergic"
"Higher in cluster 2","GO:0043647",27,4,0.213619236017878,"ITPKA;NUDT11;INPP5J;NUDT10",1,"inositol phosphate metabolic process"
"Higher in cluster 2","GO:0051155",27,4,0.213619236017878,"IGF1;PROX1;SHOX2;TBX1",1,"positive regulation of striated muscle cell differentiation"
"Higher in cluster 2","GO:0051281",27,4,0.213619236017878,"BDKRB1;F2;CEMIP;CD19",1,"positive regulation of release of sequestered calcium ion into cytosol"
"Higher in cluster 2","GO:0060251",27,4,0.213619236017878,"SLC7A5;PLAG1;IL6;GFAP",1,"regulation of glial cell proliferation"
"Higher in cluster 2","GO:0097061",27,4,0.213619236017878,"ZNF365;CTNND2;EPHB2;CHRNA7",1,"dendritic spine organization"
"Higher in cluster 1","GO:0051174",134,3,0.214107840130276,"AVPR1B;PLCH2;PDK4",1,"regulation of phosphorus metabolic process"
"Higher in cluster 1","GO:0090257",200,4,0.215494263942747,"SCN4A;NPR3;CHRM3;ACE2",1,"regulation of muscle system process"
"Higher in cluster 1","GO:0035295",481,8,0.215639295290718,"EDNRB;APOLD1;KDR;NR4A1;SLC22A6;ATOH8;BMP5;DACT2",1,"tube development"
"Higher in cluster 2","GO:0009593",65,8,0.215851851693628,"LBP;RYR2;LY96;CST2;TAS1R3;SSC5D;PKD2L1;PIGR",1,"detection of chemical stimulus"
"Higher in cluster 2","GO:0071772",65,8,0.215851851693628,"BMP7;LEFTY1;BMPR1B;GDF5;TMEM100;TMEM119;LEFTY2;SFRP1",1,"response to BMP"
"Higher in cluster 2","GO:0071773",65,8,0.215851851693628,"BMP7;LEFTY1;BMPR1B;GDF5;TMEM100;TMEM119;LEFTY2;SFRP1",1,"cellular response to BMP stimulus"
"Higher in cluster 2","GO:0051495",166,18,0.217847826420406,"BAIAP2L1;LIMK1;STMN2;PYCARD;CCL26;EPHA1;ACTN2;AURKB;CCL21;SCIN;CCL11;PROX1;PFN2;CRACD;PPM1E;NAV3;WNT4;SFRP1",1,"positive regulation of cytoskeleton organization"
"Higher in cluster 2","GO:0007088",115,13,0.218203486940128,"BMP7;UBE2C;AURKA;BUB1;CDC20;PLK1;BIRC5;AURKB;SPC24;EREG;IGF1;CDC25C;IL1A",1,"regulation of mitotic nuclear division"
"Higher in cluster 2","GO:0006942",85,10,0.219142851813176,"HCN4;RYR2;ADGRD1;JPH2;JPH1;SCN5A;ADORA1;SLC8A3;TNNI1;STRIT1",1,"regulation of striated muscle contraction"
"Higher in cluster 2","GO:0009581",85,10,0.219142851813176,"PLEKHB1;REEP6;CACNA2D4;PKD1L2;HTR2A;COL11A1;PKD2L1;NTRK1;OPN4;ADORA1",1,"detection of external stimulus"
"Higher in cluster 2","GO:1901264",85,10,0.219142851813176,"LBP;MFSD2A;PLTP;CD44;SLC28A3;CR1;SLC29A2;STAB2;SLC17A9;UNC93A",1,"carbohydrate derivative transport"
"Higher in cluster 2","GO:0062014",95,11,0.219378321177968,"MFSD2A;TRIM63;GCK;ERFE;APOE;APOC1;TRIB3;PROX1;PLIN5;APOC3;WNT4",1,"negative regulation of small molecule metabolic process"
"Higher in cluster 1","GO:0010038",270,5,0.219684080972664,"MAPT;SLC30A8;SLC6A3;PKLR;SLC34A1",1,"response to metal ion"
"Higher in cluster 2","GO:0032506",46,6,0.219852775412753,"KIF20A;PLK1;AURKB;CEP55;ANLN;IQGAP3",1,"cytokinetic process"
"Higher in cluster 2","GO:0048013",46,6,0.219852775412753,"EFNA5;MMP9;EPHB2;EPHA1;EPHA10;NTRK1",1,"ephrin receptor signaling pathway"
"Higher in cluster 2","GO:0071470",46,6,0.219852775412753,"SCN2A;STK39;PYCARD;TRPV3;SCN7A;EPO",1,"cellular response to osmotic stress"
"Higher in cluster 2","GO:0071526",46,6,0.219852775412753,"SEMA3C;SEMA3E;SEMA3B;PLXNA4;SEMA7A;PLXNB3",1,"semaphorin-plexin signaling pathway"
"Higher in cluster 2","GO:0072528",46,6,0.219852775412753,"NME1;RRM2;SLC19A3;SLC19A2;AK5;CPS1",1,"pyrimidine-containing compound biosynthetic process"
"Higher in cluster 1","GO:0007613",74,2,0.219958843808444,"MAPT;NETO1",1,"memory"
"Higher in cluster 1","GO:0032370",74,2,0.219958843808444,"CYP4A11;AVPR1B",1,"positive regulation of lipid transport"
"Higher in cluster 1","GO:0045444",74,2,0.219958843808444,"GDF6;NR4A1",1,"fat cell differentiation"
"Higher in cluster 2","GO:0033500",156,17,0.219983898959815,"IRS2;SERPINF1;PAX6;BACE2;GCK;GCKR;ALOX5;IL6;PTPRN;FBN2;HKDC1;COL1A1;FOXA3;NPTX1;KCNB1;MRGPRE;FBN3",1,"carbohydrate homeostasis"
"Higher in cluster 2","GO:0000022",10,2,0.220281296413607,"BIRC5;AURKB",1,"mitotic spindle elongation"
"Higher in cluster 2","GO:0001780",10,2,0.220281296413607,"HCAR2;IL6",1,"neutrophil homeostasis"
"Higher in cluster 2","GO:0002283",10,2,0.220281296413607,"DNASE1;ANXA3",1,"neutrophil activation involved in immune response"
"Higher in cluster 2","GO:0002604",10,2,0.220281296413607,"CCL19;CCL21",1,"regulation of dendritic cell antigen processing and presentation"
"Higher in cluster 2","GO:0003309",10,2,0.220281296413607,"PAX6;MNX1",1,"type B pancreatic cell differentiation"
"Higher in cluster 2","GO:0006538",10,2,0.220281296413607,"GAD1;PYCR1",1,"L-glutamate catabolic process"
"Higher in cluster 2","GO:0006907",10,2,0.220281296413607,"PYCARD;KCNN4",1,"pinocytosis"
"Higher in cluster 2","GO:0007168",10,2,0.220281296413607,"GUCY2D;NPPC",1,"receptor guanylyl cyclase signaling pathway"
"Higher in cluster 2","GO:0010985",10,2,0.220281296413607,"APOC1;APOC3",1,"negative regulation of lipoprotein particle clearance"
"Higher in cluster 2","GO:0015812",10,2,0.220281296413607,"PNOC;SLC36A2",1,"gamma-aminobutyric acid transport"
"Higher in cluster 2","GO:0030299",10,2,0.220281296413607,"CEL;NPC1L1",1,"intestinal cholesterol absorption"
"Higher in cluster 2","GO:0030948",10,2,0.220281296413607,"CADM4;EMILIN1",1,"negative regulation of vascular endothelial growth factor receptor signaling pathway"
"Higher in cluster 2","GO:0031069",10,2,0.220281296413607,"KRT17;WNT10A",1,"hair follicle morphogenesis"
"Higher in cluster 2","GO:0032000",10,2,0.220281296413607,"IRS2;PLIN5",1,"positive regulation of fatty acid beta-oxidation"
"Higher in cluster 2","GO:0032230",10,2,0.220281296413607,"NALCN;HAP1",1,"positive regulation of synaptic transmission, GABAergic"
"Higher in cluster 2","GO:0033189",10,2,0.220281296413607,"ALDH1A2;EPO",1,"response to vitamin A"
"Higher in cluster 2","GO:0033275",10,2,0.220281296413607,"TNNC1;ACTC1",1,"actin-myosin filament sliding"
"Higher in cluster 2","GO:0033622",10,2,0.220281296413607,"MZB1;COL16A1",1,"integrin activation"
"Higher in cluster 2","GO:0035360",10,2,0.220281296413607,"PTGIS;LEP",1,"positive regulation of peroxisome proliferator activated receptor signaling pathway"
"Higher in cluster 2","GO:0042045",10,2,0.220281296413607,"CFTR;PKP1",1,"epithelial fluid transport"
"Higher in cluster 2","GO:0042754",10,2,0.220281296413607,"PTGER1;ADORA1",1,"negative regulation of circadian rhythm"
"Higher in cluster 2","GO:0043416",10,2,0.220281296413607,"IGF1;P2RX5",1,"regulation of skeletal muscle tissue regeneration"
"Higher in cluster 2","GO:0044650",10,2,0.220281296413607,"TMPRSS2;LRRC15",1,"adhesion of symbiont to host cell"
"Higher in cluster 2","GO:0045657",10,2,0.220281296413607,"IL34;DCSTAMP",1,"positive regulation of monocyte differentiation"
"Higher in cluster 2","GO:0048484",10,2,0.220281296413607,"GDNF;GFAP",1,"enteric nervous system development"
"Higher in cluster 2","GO:0051256",10,2,0.220281296413607,"BIRC5;AURKB",1,"mitotic spindle midzone assembly"
"Higher in cluster 2","GO:0051589",10,2,0.220281296413607,"GNAO1;GPM6B",1,"negative regulation of neurotransmitter transport"
"Higher in cluster 2","GO:0060075",10,2,0.220281296413607,"ATP1A3;NALCN",1,"regulation of resting membrane potential"
"Higher in cluster 2","GO:0061298",10,2,0.220281296413607,"CYP1B1;PDGFRA",1,"retina vasculature development in camera-type eye"
"Higher in cluster 2","GO:0061744",10,2,0.220281296413607,"MFSD2A;GRPR",1,"motor behavior"
